정류장 번호,관리번호,정류장명,정류장명(영어),경도,위도,데이터기준일
1314,250001146,지암리,Jiam-ri,127.60405,37.97912,2026-03-26
1315,250001147,지암리,Jiam-ri,127.61637,37.98263,2026-03-26
1316,250001148,지암리,Jiam-ri,127.62906,37.97669,2026-03-26
1317,265000691,오탄리,Otan ri,127.61602,38.04686,2026-03-26
1318,250001150,신포리,Sinpo-ri,127.637,38.01951,2026-03-26
1319,250001151,신포리,Sinpo-ri,127.63714,38.01941,2026-03-26
1320,265000694,매운탕골입구,Maewoontanggol Entrance,127.6667,37.97055,2026-03-26
1321,250001153,고탄입구,Gotan Entrance,127.67472,37.9663,2026-03-26
1322,250001154,용산2리,Yongsan 2(i)-ri,127.6815,37.96039,2026-03-26
1323,250001155,용산2리,Yongsan 2(i)-ri,127.68193,37.96034,2026-03-26
1324,250001156,용산3리마을회관,Yongsan 3(sam)-ri   Village Hall,127.70728,37.94617,2026-03-26
1325,250001157,용산1리,Yongsan 1(il)-ri,127.71395,37.93905,2026-03-26
1326,250001158,용산1리,Yongsan 1(il)-ri,127.71417,37.93921,2026-03-26
1327,250027103,지내2리응달말,Jinae 2(i)-ri Eungdalmal,127.72327,37.95783,2026-03-26
1328,265000695,매운탕골입구,Maewoontanggol Entrance,127.66641,37.9705,2026-03-26
1329,250001161,사농현대A,Sanong Hyundai Apartment,127.72259,37.91109,2026-03-26
1330,250001162,성신양회,Sungshin Cement,127.72024,37.88872,2026-03-26
1331,265000762,폴리텍입구,Polytechnics entrance,127.77793,37.79868,2026-03-26
1332,265000692,서인병원,Seoin Hospital,127.73689,37.7698,2026-03-26
1333,265000693,서인병원,Seoin Hospital,127.73699,37.76971,2026-03-26
1334,250001166,학곡리,Hakgok-ri,127.76325,37.83245,2026-03-26
1335,250001167,학곡리,Hakgok-ri,127.76311,37.83234,2026-03-26
1336,265000697,삼천동사거리,Samcheon-dong Sageori,127.70365,37.87,2026-03-26
1337,265000698,증리,Jeung-ri,127.71582,37.82628,2026-03-26
1338,250001170,뜨란채A,Tteuranchae Apartment,127.74422,37.84984,2026-03-26
1339,250001171,퇴계우성A,Toegye Woosung Apartment,127.73091,37.85994,2026-03-26
1340,250001172,로데오거리,Rodeo Street,127.74831,37.85505,2026-03-26
1341,250001173,증3리,Jeung 3(sam)-ri,127.72623,37.8278,2026-03-26
1342,250001174,증2리2반,Jeung 2(i)-ri 2(i)-ban,127.70911,37.80911,2026-03-26
1343,265000699,증리,Jeung-ri,127.71599,37.82578,2026-03-26
1344,265000724,번개시장입구,Bungae Market Entrance,127.72548,37.8924,2026-03-26
1345,265000725,번개시장입구,Bungae Market Entrance,127.72555,37.89222,2026-03-26
1346,265000746,사암1리안길,Saam 1(il)-ri An-gil,127.77543,37.82835,2026-03-26
1347,250001179,탑골,Topgol,127.70863,37.7499,2026-03-26
1348,250001180,군자리,Gunja-ri,127.71853,37.74663,2026-03-26
1349,250001181,군자리,Gunja-ri,127.71959,37.74723,2026-03-26
1350,250001182,군자3리,Gunja 3(sam)-ri,127.73778,37.75391,2026-03-26
1351,250001183,군자3리,Gunja 3(sam)-ri,127.74031,37.75576,2026-03-26
1352,250001184,군자3리,Gunja 3(sam)-ri,127.74031,37.7556,2026-03-26
1353,250001185,군자3리,Gunja 3(sam)-ri,127.74795,37.75845,2026-03-26
1354,250001186,부사원고개,Busawon Pass,127.82265,37.7515,2026-03-26
1355,250001187,조양3리,Joyang 3(sam)-ri,127.82955,37.7432,2026-03-26
1356,250001188,봉명리조양교,Bongmyeong-ri Joyanggyo,127.79391,37.75326,2026-03-26
1357,250001189,전인고등학교,Jeonin High School,127.75204,37.78755,2026-03-26
1358,265000723,삼천동사거리,Samcheon-dong Sageori,127.70345,37.87055,2026-03-26
1359,250001191,대형약국,Daehyeong Pharmacy,127.77535,37.87619,2026-03-26
1360,250001361,한샘고후문,Hansaem High School Rear Entrance,127.75153,37.92825,2026-03-26
1361,250001362,춘천한샘고등학교,Chuncheon Hansaem High School,127.75224,37.92545,2026-03-26
1362,250001363,춘천한샘고등학교,Chuncheon Hansaem High School,127.7511,37.92521,2026-03-26
1363,250001364,박물관후문,Museum Rear Entrance,127.75282,37.86461,2026-03-26
1364,250001365,박물관입구,Museum Entrance,127.75268,37.86476,2026-03-26
1365,250001366,춘천박물관,Chuncheon National Museum,127.75132,37.8636,2026-03-26
1366,250001367,박물관앞,Museum Front,127.75098,37.86357,2026-03-26
1367,250001368,춘천댐종점,Chuncheon Dam Terminus,127.66658,37.97421,2026-03-26
1368,250001369,춘천댐종점,Chuncheon Dam Terminus,127.66649,37.97405,2026-03-26
1369,250001370,춘천댐,Chuncheon Dam,127.67115,37.96807,2026-03-26
1370,250001371,춘천농협,Chuncheon Nonghyup,127.7233,37.88342,2026-03-26
1371,250001372,춘천농협,Chuncheon Nonghyup,127.7234,37.88444,2026-03-26
1372,250001373,강원생명과학고,GW Biological Science High School,127.72324,37.90903,2026-03-26
1373,250001374,강원생명과학고,GW Biological Science High School,127.72299,37.9089,2026-03-26
1374,250001375,기계공고,Mech Tech High School,127.74669,37.89051,2026-03-26
1375,265000871,감정1리2반,Gamjeong 1(il)-ri 2(i)-ban,127.79129,37.89232,2026-03-26
1376,250001377,춘천기계공고,Chuncheon Mech Tech High School,127.74898,37.89114,2026-03-26
1377,250001378,기계공고,Mech Tech High School,127.74911,37.89186,2026-03-26
1378,250001380,지내고탄로,JinaeGotan-ro,127.7254,37.93498,2026-03-26
1379,250001381,지내고탄로,JinaeGotan-ro,127.7246,37.9348,2026-03-26
1380,250001382,춘천교도소입구,Chuncheon Prison Entrance,127.75555,37.84893,2026-03-26
1381,250001383,춘천교도소입구,Chuncheon Prison Entrance,127.75566,37.84911,2026-03-26
1382,250001384,춘천교도소,Chuncheon Prison,127.75842,37.84881,2026-03-26
1383,250001385,교육대학교,Chuncheon National University of Education,127.74647,37.85821,2026-03-26
1384,250001386,교육대학교,Chuncheon National University of Education,127.7471,37.85718,2026-03-26
1385,265000750,수동1리마을회관,Sudong 1(il)-ri Village Hall,127.65893,37.77831,2026-03-26
1386,265000749,수동1리마을회관,Sudong 1(il)-ri Village Hall,127.659,37.77842,2026-03-26
1387,265000751,사암4리,Saam 4(sa)-ri,127.76395,37.82383,2026-03-26
1388,250001391,추곡초교,Chugok Elementary School,127.88329,38.02422,2026-03-26
1389,250001392,추곡초교,Chugok Elementary School,127.88344,38.02424,2026-03-26
1390,250001393,추곡약수터,Chugok Mineral Spring,127.88823,38.03588,2026-03-26
1391,250001394,추곡리2반,Chugok-ri 2(i)-ban,127.65348,37.74727,2026-03-26
1392,250001395,추곡리2반,Chugok-ri 2(i)-ban,127.65353,37.74752,2026-03-26
1393,250001396,북산치안센터,Buksan Police Patrol,127.88288,38.02745,2026-03-26
1394,250001397,북산치안센터,Buksan Police Patrol,127.88307,38.02751,2026-03-26
1395,250001398,추곡리,Chugok-ri,127.65293,37.74988,2026-03-26
1396,250001399,추곡1리,Chugok 1(il)-ri,127.65328,37.74945,2026-03-26
1397,250001400,추곡리,Chugok-ri,127.65049,37.74473,2026-03-26
1398,250027119,추곡3거리,Chugok Samgeori,127.65088,37.74507,2026-03-26
1399,250001402,추곡1리3반,Chugok 1(il)-ri 3(sam)-ban,127.88125,38.01996,2026-03-26
1400,250001403,추곡1리3반,Chugok 1(il)-ri 3(sam)-ban,127.88119,38.01958,2026-03-26
1401,250001404,추곡1리1반,Chugok 1(il)-ri 1(il)-ban,127.88107,38.01351,2026-03-26
1402,250001405,추곡2리,Chugok 2(i)-ri,127.87795,38.03294,2026-03-26
1403,250001406,초원낚시터,Chowon Fishing Area,127.6944,37.98154,2026-03-26
1404,250001407,고탄낚시터,Gotan Fishing Area,127.694,37.98152,2026-03-26
1405,250001408,청와A,Cheongwa Apartment,127.71368,37.8812,2026-03-26
1406,250001409,청실A,Cheongsil Apartment,127.7584,37.87262,2026-03-26
1407,250001410,청실A,Cheongsil Apartment,127.75865,37.87318,2026-03-26
1408,250001411,오항2리,Ohang 2(i)-ri,127.88141,37.99331,2026-03-26
1409,250001412,오항2리,Ohang 2(i)-ri,127.88156,37.99339,2026-03-26
1410,250001413,인형극장,Puppet Theater,127.72019,37.92223,2026-03-26
1411,265000767,우두이지더원A,UduEGthe1 Apartment,127.73628,37.91089,2026-03-26
1412,250001415,청소년수련원,Youth Training Center,127.72125,37.92247,2026-03-26
1413,265000766,파크에뷰A,Parkeview Apartment,127.73551,37.91053,2026-03-26
1414,250001417,청구/동아A,Chong Gu / Dong Ah Apartment,127.75355,37.86994,2026-03-26
1415,250001418,동아/청구A,Dong Ah / Chong Gu Apartment,127.75337,37.87015,2026-03-26
1416,250001419,천전삼거리,Cheonjeon Samgeori,127.78176,37.93014,2026-03-26
1417,250001420,상천초등학교,Sangcheon Elementary School,127.7855,37.92977,2026-03-26
1418,250001421,천전3리,Cheonjeon 3(sam)-ri,127.78033,37.92977,2026-03-26
1419,250001422,천전3리,Cheonjeon 3(sam)-ri,127.7803,37.92996,2026-03-26
1420,250026865,춘천국유림관리소,Chuncheon National Forest Management Office,127.7728,37.93036,2026-03-26
1421,250026864,춘천국유림관리소,Chuncheon National Forest Management Office,127.77287,37.93059,2026-03-26
1422,250001425,천전1리,Cheonjeon 1(il)-ri,127.7753,37.93719,2026-03-26
1423,250001426,천전1리,Cheonjeon 1(il)-ri,127.77553,37.93713,2026-03-26
1424,250001427,천일주유소,Cheonil Gas Station,127.77995,37.75707,2026-03-26
1425,250001428,강촌1리회관,Gangchon 1(il)-ri Hall,127.6367,37.80815,2026-03-26
1426,250001429,창촌중학교,Changchon Middle School,127.63654,37.80813,2026-03-26
1427,250001430,창촌2리마을회관,Changchon 2(i)-ri Village Hall,127.64648,37.78334,2026-03-26
1428,250001431,창촌2리마을회관,Changchon 2(i)-ri Village Hall,127.64669,37.7842,2026-03-26
1429,250001432,창촌3리종점,Changchon 3(sam)-ri Terminus,127.62626,37.7767,2026-03-26
1430,250001433,창촌3리입구,Chnagchon 3(sam)-ri Entrance,127.6441,37.77663,2026-03-26
1431,250001434,창촌3리입구,Chnagchon 3(sam)-ri Entrance,127.64375,37.77647,2026-03-26
1432,250001435,방동1리,Bangdong 1(il)-ri,127.67292,37.89605,2026-03-26
1433,250001436,방동1리,Bangdong 1(il)-ri,127.6703,37.89711,2026-03-26
1434,250001437,방동1리,Bangdong 1(il)-ri,127.66777,37.89855,2026-03-26
1435,250001438,방동1리,Bangdong 1(il)-ri,127.66769,37.89841,2026-03-26
1436,250001439,방동1리,Bangdong 1(il)-ri,127.67027,37.89694,2026-03-26
1437,250001440,방동1리,Bangdong 1(il)-ri,127.67284,37.89593,2026-03-26
1438,250001441,방동1리,Bangdong 1(il)-ri,127.67527,37.89572,2026-03-26
1439,250001442,방곡리,Banggok-ri,127.63774,37.80283,2026-03-26
1440,250001443,방곡리,Banggok-ri,127.63758,37.80281,2026-03-26
1441,250001444,방곡2리회관,Banggok 2(i)-ri Hall,127.63589,37.79138,2026-03-26
1442,250001445,방곡2리회관,Banggok 2(i)-ri Hall,127.63589,37.79124,2026-03-26
1443,250001709,고성2리(초설),Goseong 2(i)-ri (Choseol),127.73336,37.99217,2026-03-26
1444,250001710,고탄리(성탄교앞),Gotan-ri (Seongtangyo Front),127.71328,37.98898,2026-03-26
1445,250001711,안보1리,Anbo 1(il)-ri,127.5847,37.83594,2026-03-26
1446,250001712,안보1리,Anbo 1(il)-ri,127.58439,37.83576,2026-03-26
1447,265000764,바이오산업진흥원,Bioindustry Foundation,127.74445,37.89349,2026-03-26
1448,265000765,바이오산업진흥원,Bioindustry Foundation,127.74319,37.89257,2026-03-26
1449,250001716,거두리부영A,Geodu-ri Booyoung Apartment,127.75209,37.85593,2026-03-26
1450,250001717,성우오스타A,Sungwoo Ostar Apartment,127.75488,37.85605,2026-03-26
1451,250001718,거두1리마을회관,Geodu 1(il)-ri Village Hall,127.76237,37.86116,2026-03-26
1452,250001719,거두1리마을회관,Geodu 1(il)-ri Village Hall,127.7626,37.86119,2026-03-26
1453,250001720,거두2리마을회관,Geodu 2(i)-ri Village Hall,127.78737,37.86104,2026-03-26
1454,250001721,거두2리,Geodu 2(i)-ri,127.78338,37.86039,2026-03-26
1455,250001722,거두2리,Geodu 2(i)-ri,127.77801,37.8604,2026-03-26
1456,250001723,거두2리,Geodu 2(i)-ri,127.77812,37.86028,2026-03-26
1457,250001724,거두2리,Geodu 2(i)-ri,127.78323,37.86026,2026-03-26
1458,250001725,거두1리,Geodu 1(il)-ri,127.76704,37.86199,2026-03-26
1459,250001726,거두1리,Geodu 1(il)-ri,127.76721,37.86208,2026-03-26
1460,250001727,탑동마을,Topdong Village,127.57655,37.83769,2026-03-26
1461,265000726,용산1리2반,Yongsan 1(il)-ri 2(i)-ban,127.71743,37.94266,2026-03-26
1462,265000727,용산1리2반,Yongsan 1(il)-ri 2(i)-ban,127.71747,37.94254,2026-03-26
1463,250001730,강촌입구,Gangchon Entrance,127.63077,37.82024,2026-03-26
1464,250001731,강촌유원지,Gangchon Recreation Area,127.63362,37.81367,2026-03-26
1465,250001732,강촌유원지,Gangchon Recreation Area,127.63349,37.81359,2026-03-26
1466,265000732,금옥골체험장,Geumokgol Experience Center,127.80746,37.9251,2026-03-26
1467,265000731,금옥골체험장,Geumokgol Experience Center,127.80762,37.92517,2026-03-26
1468,250001735,강촌리,Gangchon-ri,127.63165,37.8066,2026-03-26
1469,250001736,강촌리,Gangchon-ri,127.61885,37.79903,2026-03-26
1470,250001737,강촌리,Gangchon-ri,127.62143,37.80284,2026-03-26
1471,250001738,강촌리,Gangchon-ri,127.63191,37.80665,2026-03-26
1472,250001739,강촌검문소,Gangchon Checkpoint,127.62274,37.8258,2026-03-26
1473,250001740,강촌검문소,Gangchon Checkpoint,127.62297,37.82532,2026-03-26
1474,250001741,강촌1리4반,Gangchon 1(il)-ri 4(sa)-ban,127.62949,37.80519,2026-03-26
1475,250001742,강촌1리4반,Gangchon 1(il)-ri 4(sa)-ban,127.62962,37.80511,2026-03-26
1476,250001743,폴리텍2캠퍼스,Korea Polytechnics 2nd Campus,127.73931,37.91226,2026-03-26
1477,250001744,거두1리,Geodu 1(il)-ri,127.76008,37.85949,2026-03-26
1478,250001745,거두1리,Geodu 1(il)-ri,127.75977,37.8595,2026-03-26
1479,250001746,강원일보,Kangwon llbo,127.72854,37.88254,2026-03-26
1480,250001747,강원대후문,Kangwon National University Rear Entrance,127.74421,37.87274,2026-03-26
1481,250001748,강원대후문,Kangwon National University Rear Entrance,127.7443,37.87292,2026-03-26
1482,250001749,강원대학병원,Kangwon National University Hospital,127.74331,37.87484,2026-03-26
1483,250001750,강원대학병원,Kangwon National University Hospital,127.74295,37.87474,2026-03-26
1484,250001751,춘천사회혁신센터,Chuncheon Center for Social Innovation,127.7363,37.86417,2026-03-26
1485,250001752,병무청앞,Military Manpower Administration Front,127.73517,37.86553,2026-03-26
1486,250001753,강동농협장학지점,Gangdong Nonghyup Janghak Branch,127.75348,37.89169,2026-03-26
1487,250001754,강동농협장학지점,Gangdong Nonghyup Janghak Branch,127.75321,37.89175,2026-03-26
1488,250001755,강원중학교,Gangwon Middle School,127.75585,37.8951,2026-03-26
1489,250001756,강원고교,Gangwon High School,127.75603,37.89514,2026-03-26
1490,250001757,애니고등학교,Gangwon Animation High School,127.70058,37.90541,2026-03-26
1491,250001758,애니고등학교,Gangwon Animation High School,127.70024,37.90492,2026-03-26
1492,250001759,춘천우체국,Chuncheon Post Office,127.72012,37.86586,2026-03-26
1493,250001760,감정2리마을회관,Gamjeong 2(i)-ri Village Hall,127.79144,37.90123,2026-03-26
1494,250001761,감정2리3반,Gamjeong 2(i)-ri 3(sam)-ban,127.80649,37.90167,2026-03-26
1495,265000715,감정2리,Gamjeong 2(i)-ri,127.79247,37.90226,2026-03-26
1496,250001763,감정2리,Gamjeong 2(i)-ri,127.79246,37.90241,2026-03-26
1497,265000730,감정1리마을회관,Gamjeong 1(il)-ri Village Hall,127.79002,37.89639,2026-03-26
1498,250001767,가정중학교,Gajeong Middle School,127.57485,37.73731,2026-03-26
1499,250001768,가정진료소,Gajeong Community Health Center,127.57473,37.73724,2026-03-26
1500,250001769,가정리종점,Gajeong-ri Terminus,127.57735,37.76332,2026-03-26
1501,250001770,가정3리,Gajeong 3(sam)-ri,127.56763,37.76065,2026-03-26
1502,250001771,가정3리,Gajeong 3(sam)-ri,127.5675,37.76074,2026-03-26
1503,250001772,가정2리,Gajeong 2(i)-ri,127.57315,37.74801,2026-03-26
1504,250001773,가정2리,Gajeong 2(i)-ri,127.57185,37.75335,2026-03-26
1505,250001774,가정2리,Gajeong 2(i)-ri,127.57177,37.75326,2026-03-26
1506,250001775,가정2리,Gajeong 2(i)-ri,127.57327,37.74797,2026-03-26
1507,250001776,가정1리,Gajeong 1(il)-ri,127.57927,37.73193,2026-03-26
1508,250001777,가정1리,Gajeong 1(il)-ri,127.57907,37.73186,2026-03-26
1509,250001778,가재골,Gajaegol Village,127.61978,37.73678,2026-03-26
1510,265000705,가재골,Gajaegol Village,127.61965,37.73642,2026-03-26
1511,250001780,팔호광장,Palho Plaza,127.73547,37.8756,2026-03-26
1512,250001781,팔호광장,Palho Plaza,127.73501,37.87524,2026-03-26
1513,250001782,88공원,88 Park,127.7152,37.85243,2026-03-26
1514,250001783,(구)102보충대,(Former) 102nd Replacement Battalion,127.7122,37.94131,2026-03-26
1515,250001784,(구)102보충대,(Former) 102nd Replacement Battalion,127.71229,37.9408,2026-03-26
1516,250001785,신한은행후평동지점,Shinhan Bank Hupyeong-dong Branch,127.75049,37.87928,2026-03-26
1517,250001786,충인교회,Chungin Church,127.75001,37.87954,2026-03-26
1518,265000737,퇴계농공단지입구,Toegye Agro Industrial Complex Entrance,127.73233,37.8472,2026-03-26
1519,250001788,창촌3리약수터,Changchon 3(sam)-ri Mineral Spring,127.63146,37.77617,2026-03-26
1520,250001789,창촌3리약수터,Changchon 3(sam)-ri Mineral Spring,127.63138,37.77606,2026-03-26
1521,250001790,창촌3리,Changchon 3(sam)-ri,127.64087,37.77155,2026-03-26
1522,250001791,창촌3리,Changchon 3(sam)-ri,127.64068,37.77165,2026-03-26
1523,250001792,창촌3거리,Changchon Samgeori,127.64823,37.7873,2026-03-26
1524,250001793,창촌3거리,Changchon Samgeori,127.64811,37.78718,2026-03-26
1525,250001794,창촌1리,Changchon 1(il)-ri,127.6471,37.78958,2026-03-26
1526,250001879,기와집골,Giwajipgol Village,127.63417,37.77607,2026-03-26
1527,250001880,장학1리,Janghak 1(il)-ri,127.76821,37.89828,2026-03-26
1528,250001881,장학1리,Janghak 1(il)-ri,127.76798,37.89845,2026-03-26
1529,250001882,춘천역육교앞,Chuncheon Station Overpass Front,127.71584,37.88496,2026-03-26
1530,250001883,호반요양병원,Hoban Hospital,127.70773,37.85836,2026-03-26
1531,250001884,호반요양병원,Hoban Hospital,127.70759,37.85762,2026-03-26
1532,250001885,인성병원,Insung Hospital,127.72663,37.8811,2026-03-26
1533,250001886,소양로우체국,Soyang-ro Post Office,127.72624,37.88105,2026-03-26
1534,250001887,인람종점,Illam Terminus,127.6595,37.9859,2026-03-26
1535,250001888,인람리,Illam-ri,127.65961,37.99083,2026-03-26
1536,250001889,의암치안센터,Uiam Police Patrol,127.67003,37.85035,2026-03-26
1537,250001890,의암치안센터,Uiam Police Patrol,127.67028,37.85009,2026-03-26
1538,250001891,송암스포츠타운입구,Songam Sports Town Entrance,127.69354,37.84532,2026-03-26
1539,250001892,송암스포츠타운입구,Songam Sports Town Entrance,127.69236,37.84581,2026-03-26
1540,250001893,의암리본마을,Uiam-ri Bon Village,127.6795,37.83192,2026-03-26
1541,250001894,의암리본마을,Uiam-ri Bon Village,127.67938,37.83178,2026-03-26
1542,250001895,의암류인석유적지,Historic Site of Uiam Ryuinseok,127.57233,37.74355,2026-03-26
1543,250001896,의암류인석유적지,Historic Site of Uiam Ryuinseok,127.5722,37.74342,2026-03-26
1544,250001897,의암댐,Uiam Dam,127.67729,37.83785,2026-03-26
1545,250001898,의암댐,Uiam Dam,127.67709,37.8378,2026-03-26
1546,250001899,의암교차로,Uiam Junction,127.67112,37.82808,2026-03-26
1547,265000702,의암,Uiam,127.68296,37.82649,2026-03-26
1548,250001901,의암,Uiam,127.68273,37.8267,2026-03-26
1549,250001902,열린공원,Yeolin Park,127.72049,37.86161,2026-03-26
1550,250001903,은행나무공원,Eunhaengnamu Park,127.72013,37.8617,2026-03-26
1551,250001904,강원테크노파크,Gangwon Technopark,127.75149,37.93034,2026-03-26
1552,250001905,율문3리,Yulmun 3(sam)-ri,127.7664,37.92981,2026-03-26
1553,250001906,강원테크노파크,Gangwon Technopark,127.75179,37.93054,2026-03-26
1554,250001907,율문1리,Yulmun 1(il)-ri,127.74385,37.92568,2026-03-26
1555,250001908,율문1리,Yulmun 1(il)-ri,127.74354,37.9259,2026-03-26
1556,250001909,천전2리,Cheonjeon 2(i)-ri,127.77007,37.93032,2026-03-26
1557,250001910,천전2리,Cheonjeon 2(i)-ri,127.76946,37.93053,2026-03-26
1558,250001911,육림랜드,Yuklim Land,127.72155,37.91621,2026-03-26
1559,250001912,육림공원,Yungnim Park,127.72113,37.91756,2026-03-26
1560,250001913,육림고개,Yungnim Pass,127.73047,37.87724,2026-03-26
1561,250001914,육림고개,Yungnim Pass,127.7308,37.87719,2026-03-26
1562,265000738,사암4리4반,Saam 4(sa)-ri 4(sa)-ban,127.76551,37.82116,2026-03-26
1563,250001917,유포2리마을회관,Yupo 2(i)-ri Village Hall,127.7766,37.94934,2026-03-26
1564,250001918,유포리회관,Yupo-ri Hall,127.77664,37.94913,2026-03-26
1565,250001919,유포3리입구,Yupo 3(sam)-ri Entrance,127.75182,37.93606,2026-03-26
1566,250001920,유포3리입구,Yupo 3(sam)-ri Entrance,127.75154,37.93394,2026-03-26
1567,250001921,유승한내들,Youseung Hannaedeul Apartment,127.73104,37.86184,2026-03-26
1568,250001922,유승한내들,Youseung Hannaedeul Apartment,127.73139,37.8619,2026-03-26
1569,265000772,솔밭공원,Solbat Park,127.71281,37.84089,2026-03-26
1570,250001924,윗샘밭종점,Witsaembat Terminus,127.7921,37.9324,2026-03-26
1571,250001925,위도입구,Wido Island Entrance,127.7212,37.92438,2026-03-26
1572,250001926,위도입구,Wido Island Entrance,127.72096,37.92497,2026-03-26
1573,250001927,월송3리종점,Wolsong 3(sam)-ri Terminus,127.67553,37.91713,2026-03-26
1574,250027152,월송2리입구,Wolsong 2(i)-ri Entrance,127.69386,37.91848,2026-03-26
1575,250001929,월송2리,Wolsong 2(i)-ri,127.6895,37.92301,2026-03-26
1576,250001930,월송1리,Wolsong 1(il)-ri,127.68743,37.93019,2026-03-26
1577,250001931,월곡리종점,Wolgok-ri Terminus,127.80816,37.92249,2026-03-26
1578,250001932,월곡리,Wolgok-ri,127.80173,37.91869,2026-03-26
1579,250001933,월곡리,Wolgok-ri,127.80156,37.91856,2026-03-26
1580,265000739,사암4리4반,Saam 4(sa)-ri 4(sa)-ban,127.76573,37.82105,2026-03-26
1581,250001935,샛강쉼터,Saetgang Rest Area,127.62756,38.0019,2026-03-26
1582,250001936,원평마을,Wonpyeong Village,127.63331,38.00272,2026-03-26
1583,250001937,원평계곡,Wonpyeong Valley,127.64438,37.99506,2026-03-26
1584,250001938,원평계곡,Wonpyeong Valley,127.6442,37.99495,2026-03-26
1585,250001939,원창고개입구,Wonchang Pass Entrance,127.76007,37.82565,2026-03-26
1586,250001940,원창고개입구,Wonchang Pass Entrance,127.76055,37.82607,2026-03-26
1587,250001941,원창고개정상,Top of Wonchang Pass,127.76873,37.81016,2026-03-26
1588,250001942,원창고개,Wonchang Pass,127.75929,37.816,2026-03-26
1589,250001943,원창고개정상,Top of Wonchang Pass,127.76865,37.80999,2026-03-26
1590,250001944,원창고개,Wonchang Pass,127.7596,37.81551,2026-03-26
1591,250001945,원창5리,Wonchang 5(o)-ri,127.76438,37.78073,2026-03-26
1592,250001946,원창5리,Wonchang 5(o)-ri,127.76453,37.78088,2026-03-26
1593,250001947,원창4리,Wonchang 4(sa)-ri,127.77018,37.80956,2026-03-26
1594,250001948,원창3리,Wonchang 3(sam)-ri,127.76421,37.78938,2026-03-26
1595,250001949,원창3리,Wonchang 3(sam)-ri,127.76403,37.78939,2026-03-26
1596,250001950,원창2리,Wonchang 2(i)-ri,127.77367,37.80339,2026-03-26
1597,250001951,폴리텍대학,Korea Polytechnics,127.77377,37.79734,2026-03-26
1598,250001952,폴리텍대학,Korea Polytechnics,127.77405,37.7976,2026-03-26
1599,250001953,원창2리,Wonchang 2(i)-ri,127.77372,37.8038,2026-03-26
1600,250001954,원창1리,Wonchang 1(il)-ri,127.74998,37.78839,2026-03-26
1601,250001955,원창1리,Wonchang 1(il)-ri,127.75005,37.78828,2026-03-26
1602,250001956,봉명리,bongmyeong-ri,127.78175,37.76641,2026-03-26
1603,250027138,원무골,Wonmugol,127.76704,37.76662,2026-03-26
1604,250001958,웃골1리,Utgol 1(il)-ri,127.69433,37.95094,2026-03-26
1605,250001959,웃골1리,Utgol 1(il)-ri,127.69418,37.95075,2026-03-26
1606,265000757,용산1리종점,Yongsan 1(il)-ri Terminus,127.71713,37.94838,2026-03-26
1607,250001961,강원대동문앞,Kangwon National University East Entrance Front,127.75055,37.8661,2026-03-26
1608,250001962,우석초교,Wooseok Elementary School,127.75023,37.865,2026-03-26
1609,250001963,우석초교,Wooseok Elementary School,127.75113,37.86465,2026-03-26
1610,250001964,그랜드A,Grand Apartment,127.756,37.86691,2026-03-26
1611,250001965,용산치안센터,Yongsan Police Patrol,127.67125,37.96821,2026-03-26
1612,250001966,용산3리,Yongsan 3(sam)-ri,127.70727,37.94574,2026-03-26
1613,250001967,용산3리,Yongsan 3(sam)-ri,127.70755,37.94519,2026-03-26
1614,250001968,용산2리취수장,Yongsan 2(i)-ri Water Intake Plant,127.70059,37.95013,2026-03-26
1615,250001969,용산2리취수장,Yongsan 2(i)-ri Water Intake Plant,127.70107,37.94957,2026-03-26
1616,250001970,한강수력본부,Hangang Hydro Power Site,127.67899,37.96255,2026-03-26
1617,250001971,한강수력본부,Hangang Hydro Power Site,127.67865,37.96261,2026-03-26
1618,250027145,용산1리종점,Yongsan 1(il)-ri Terminus,127.71718,37.94828,2026-03-26
1619,250001973,용산1리,Yongsan 1(il)-ri,127.71073,37.94282,2026-03-26
1620,250001974,용산1리,Yongsan 1(il)-ri,127.71044,37.94275,2026-03-26
1621,250001975,왕터연수원,Wangter Training Center,127.56048,37.73117,2026-03-26
1622,250001976,왕터연수원,Wangter Training Center,127.56061,37.73115,2026-03-26
1623,250001978,올미종점,Olmi Terminus,127.7375,37.92626,2026-03-26
1624,250001979,올미입구,Olmi Entrance,127.73642,37.92215,2026-03-26
1625,250001980,올미입구,Olmi Entrance,127.7365,37.92235,2026-03-26
1626,265000744,화물공영차고지,Freight Public Garage,127.76282,37.82181,2026-03-26
1627,250001982,여우고개,Yeou Pass,127.73845,37.92139,2026-03-26
1628,250001983,온의사거리,Onui Sageori,127.72144,37.86576,2026-03-26
1629,250001984,풍물시장,Folk Flea Market,127.71741,37.86737,2026-03-26
1630,250001985,럭키A,Lucky Apartment,127.71825,37.86652,2026-03-26
1631,250001986,미소지움/방송대,Miso Zium APT / Korea National Open University,127.72015,37.87331,2026-03-26
1632,250001987,모아엘가A,Korea National Open University Entrance,127.72193,37.87293,2026-03-26
1633,250001988,온의금호1차,Onui Kumho 1(il)-cha Apartment,127.7162,37.86888,2026-03-26
1634,250001989,온의금호1차,Onui Kumho 1(il)-cha Apartment,127.71586,37.86871,2026-03-26
1635,250001990,옥광산입구,Jade Mine Entrance,127.78294,37.91646,2026-03-26
